epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,563.75,0.67681,0.73088,0.9609,0.9301,0.88012,0.91609,0.69696,0.82739,0.8542,1.00414,0.000363055,0.000363055,0.000363055
184,566.33,0.61189,0.66493,0.94029,0.87431,0.90023,0.90898,0.67343,0.83423,0.87619,1.0014,0.000360055,0.000360055,0.000360055
185,568.863,0.61788,0.60789,0.916,0.86367,0.90145,0.90679,0.67481,0.83798,0.89378,1.00416,0.000357055,0.000357055,0.000357055
186,571.344,0.62524,0.64219,0.94551,0.86785,0.87883,0.90083,0.68104,0.83885,0.92091,1.0028,0.000354055,0.000354055,0.000354055
187,574.553,0.60838,0.66359,0.92586,0.90239,0.88656,0.90942,0.68271,0.81107,0.90396,0.99286,0.000351056,0.000351056,0.000351056
188,577.93,0.59552,0.61138,0.91258,0.87384,0.88573,0.8935,0.6857,0.80192,0.89205,0.98318,0.000348056,0.000348056,0.000348056
189,580.46,0.61251,0.63532,0.91054,0.86827,0.88806,0.89726,0.68713,0.8127,0.89378,0.98448,0.000345056,0.000345056,0.000345056
190,583.343,0.60702,0.63852,0.91872,0.90571,0.88375,0.90045,0.69552,0.8147,0.87473,0.99093,0.000342057,0.000342057,0.000342057
191,585.739,0.62991,0.61941,0.92535,0.93189,0.88665,0.91289,0.71274,0.78974,0.8258,0.98008,0.000339057,0.000339057,0.000339057
192,589.827,0.60187,0.64673,0.92517,0.93023,0.89172,0.91407,0.70883,0.80559,0.84895,0.98596,0.000336057,0.000336057,0.000336057
193,592.516,0.61276,0.62645,0.94494,0.93404,0.88948,0.9122,0.69581,0.8107,0.8795,0.98931,0.000333058,0.000333058,0.000333058
194,595.157,0.63789,0.69788,0.94894,0.92064,0.86977,0.90737,0.69676,0.83408,0.93594,0.99719,0.000330058,0.000330058,0.000330058
195,597.747,0.62899,0.60731,0.93015,0.88248,0.85799,0.9,0.67632,0.84372,0.96049,0.99404,0.000327058,0.000327058,0.000327058
196,600.436,0.64288,0.64092,0.93653,0.91058,0.87852,0.89967,0.68072,0.83583,0.96193,0.99538,0.000324058,0.000324058,0.000324058
197,604.071,0.55115,0.57352,0.90445,0.91516,0.87408,0.90004,0.67682,0.83005,0.93495,0.99898,0.000321059,0.000321059,0.000321059
198,606.561,0.59252,0.57477,0.90861,0.92915,0.87314,0.9058,0.69527,0.8214,0.89511,0.99266,0.000318059,0.000318059,0.000318059
199,609.268,0.64645,0.63658,0.94288,0.93502,0.88388,0.90889,0.68769,0.81394,0.88486,0.98866,0.000315059,0.000315059,0.000315059
200,611.87,0.61316,0.61342,0.90575,0.91806,0.88214,0.90537,0.6713,0.82285,0.90532,0.99769,0.00031206,0.00031206,0.00031206
201,614.867,0.59342,0.62532,0.90385,0.90493,0.8898,0.90953,0.67886,0.82513,0.90751,0.99525,0.00030906,0.00030906,0.00030906
202,618.346,0.60657,0.62783,0.92594,0.90788,0.88314,0.89725,0.67765,0.83137,0.8854,0.99363,0.00030606,0.00030606,0.00030606
203,620.837,0.62286,0.61045,0.92312,0.90181,0.88381,0.89702,0.66517,0.86826,0.9014,1.01738,0.000303061,0.000303061,0.000303061
204,623.695,0.61129,0.64001,0.91279,0.90156,0.87629,0.90416,0.67419,0.85131,0.88909,1.00864,0.000300061,0.000300061,0.000300061
205,626.166,0.6388,0.63899,0.95912,0.8672,0.89374,0.90824,0.68311,0.83864,0.8742,1.00341,0.000297061,0.000297061,0.000297061
206,630.285,0.58106,0.59177,0.90612,0.88258,0.89791,0.91388,0.67848,0.83369,0.8831,1.01085,0.000294061,0.000294061,0.000294061
207,633.179,0.56652,0.58033,0.89854,0.87727,0.86365,0.91583,0.67095,0.84719,0.84824,1.01407,0.000291062,0.000291062,0.000291062
208,635.87,0.61995,0.59248,0.9424,0.89023,0.8679,0.91584,0.68623,0.83177,0.82828,0.99981,0.000288062,0.000288062,0.000288062
209,638.493,0.60396,0.656,0.93158,0.90951,0.87906,0.91269,0.70278,0.82545,0.82299,0.99288,0.000285062,0.000285062,0.000285062
210,641.596,0.56075,0.58029,0.90841,0.88819,0.89994,0.91026,0.70511,0.80381,0.82505,0.98673,0.000282063,0.000282063,0.000282063
211,645.079,0.58493,0.59194,0.90339,0.87688,0.90023,0.91274,0.70822,0.7928,0.82867,0.99257,0.000279063,0.000279063,0.000279063
212,647.812,0.60589,0.5992,0.92855,0.87896,0.90829,0.91994,0.72175,0.79564,0.84482,0.99376,0.000276063,0.000276063,0.000276063
213,650.258,0.58091,0.59614,0.93458,0.89464,0.89914,0.92095,0.70772,0.79227,0.85058,0.99395,0.000273064,0.000273064,0.000273064
214,652.955,0.60566,0.57552,0.92764,0.88277,0.90116,0.92266,0.71899,0.77976,0.84479,0.99087,0.000270064,0.000270064,0.000270064
215,656.644,0.57459,0.60606,0.91498,0.90558,0.89684,0.92538,0.71588,0.7841,0.85524,0.98531,0.000267064,0.000267064,0.000267064
216,659.849,0.56614,0.55803,0.88691,0.90181,0.89471,0.91611,0.71306,0.79375,0.86796,0.97958,0.000264064,0.000264064,0.000264064
217,662.4,0.55764,0.57806,0.90072,0.91072,0.88979,0.91093,0.70219,0.79566,0.88007,0.97974,0.000261065,0.000261065,0.000261065
218,664.975,0.56391,0.57863,0.91534,0.89458,0.88675,0.90357,0.68463,0.80393,0.90625,1.00044,0.000258065,0.000258065,0.000258065
219,667.496,0.5666,0.56452,0.9225,0.8738,0.90007,0.89499,0.67674,0.81255,0.87722,1.00827,0.000255065,0.000255065,0.000255065
220,671.538,0.60508,0.6425,0.9179,0.86334,0.89223,0.89331,0.67838,0.80581,0.8642,1.00262,0.000252066,0.000252066,0.000252066
221,674.022,0.59962,0.58208,0.93313,0.90424,0.87108,0.90094,0.68559,0.80537,0.85372,1.00743,0.000249066,0.000249066,0.000249066
222,676.485,0.54833,0.55374,0.91724,0.90567,0.86542,0.90851,0.69783,0.81717,0.84746,1.01038,0.000246066,0.000246066,0.000246066
223,679.194,0.57831,0.56124,0.91181,0.90167,0.86924,0.91542,0.7142,0.81115,0.8367,0.99935,0.000243067,0.000243067,0.000243067
224,682.351,0.55715,0.5493,0.87455,0.8671,0.89039,0.90571,0.6966,0.79218,0.81842,0.98809,0.000240067,0.000240067,0.000240067
225,686.034,0.56213,0.54991,0.91711,0.86988,0.88763,0.91096,0.70101,0.78849,0.80965,0.9826,0.000237067,0.000237067,0.000237067
226,688.738,0.57257,0.57737,0.92373,0.87531,0.85127,0.89782,0.68812,0.79879,0.85308,0.99016,0.000234068,0.000234068,0.000234068
227,691.227,0.52344,0.54093,0.88837,0.90186,0.82602,0.89298,0.68763,0.79735,0.8726,0.98975,0.000231068,0.000231068,0.000231068
228,694.023,0.52698,0.53043,0.88749,0.91179,0.85429,0.90059,0.67567,0.79453,0.86289,0.99012,0.000228068,0.000228068,0.000228068
229,698.117,0.54373,0.54429,0.90254,0.90756,0.85718,0.90448,0.67829,0.79556,0.85308,0.99542,0.000225068,0.000225068,0.000225068
230,700.874,0.52759,0.52721,0.8873,0.91901,0.84389,0.90953,0.68554,0.78327,0.85119,0.99071,0.000222069,0.000222069,0.000222069
231,703.426,0.54773,0.57309,0.90303,0.92178,0.82153,0.90287,0.69081,0.79628,0.84752,0.99306,0.000219069,0.000219069,0.000219069
232,706.091,0.52789,0.56006,0.89463,0.92193,0.83466,0.91113,0.69185,0.81845,0.85041,1.01131,0.000216069,0.000216069,0.000216069
233,709.44,0.54696,0.55207,0.90677,0.91432,0.83412,0.90931,0.696,0.82248,0.84317,1.01751,0.00021307,0.00021307,0.00021307
234,712.901,0.5585,0.56893,0.91938,0.91238,0.84019,0.91161,0.67981,0.83489,0.85193,1.0292,0.00021007,0.00021007,0.00021007
235,715.379,0.56478,0.56407,0.9036,0.8963,0.84269,0.91237,0.69108,0.81957,0.8423,1.03034,0.00020707,0.00020707,0.00020707
236,718.092,0.54797,0.567,0.89851,0.83358,0.91382,0.91853,0.69162,0.81902,0.84288,1.02322,0.00020407,0.00020407,0.00020407
237,720.849,0.58925,0.59461,0.92285,0.88724,0.86876,0.91469,0.68874,0.81945,0.84401,1.02196,0.000201071,0.000201071,0.000201071
238,724.321,0.54645,0.54835,0.8873,0.90271,0.8657,0.9067,0.68524,0.8145,0.85249,1.01739,0.000198071,0.000198071,0.000198071
239,727.404,0.58141,0.59323,0.93073,0.89978,0.84161,0.89725,0.68359,0.8291,0.85636,1.01982,0.000195071,0.000195071,0.000195071
240,729.9,0.59439,0.58845,0.91885,0.87441,0.86948,0.89185,0.68069,0.83407,0.83765,1.02302,0.000192072,0.000192072,0.000192072
241,732.271,0.59582,0.59988,0.88777,0.92143,0.8512,0.90875,0.69001,0.83169,0.82421,1.0205,0.000189072,0.000189072,0.000189072
242,734.921,0.56299,0.58667,0.91215,0.91338,0.87536,0.91553,0.69922,0.8232,0.83389,1.01178,0.000186072,0.000186072,0.000186072
243,738.897,0.54743,0.59086,0.91475,0.90116,0.8834,0.91964,0.70474,0.82064,0.83564,1.00881,0.000183073,0.000183073,0.000183073
244,741.636,0.52694,0.56378,0.88357,0.92463,0.84468,0.90037,0.70221,0.81492,0.84064,1.00577,0.000180073,0.000180073,0.000180073
245,744.306,0.5436,0.56062,0.88201,0.9223,0.84415,0.89708,0.6956,0.81464,0.84196,1.00434,0.000177073,0.000177073,0.000177073
246,746.832,0.57329,0.56739,0.94748,0.93115,0.82528,0.9067,0.6921,0.83011,0.84713,1.01345,0.000174074,0.000174074,0.000174074
247,749.616,0.51136,0.52329,0.89529,0.91709,0.85111,0.90326,0.68558,0.83583,0.83376,1.01777,0.000171074,0.000171074,0.000171074
248,753.36,0.53153,0.53632,0.89514,0.88524,0.8818,0.90038,0.68888,0.82439,0.8161,1.00692,0.000168074,0.000168074,0.000168074
249,755.968,0.52169,0.54574,0.91698,0.88763,0.88295,0.89999,0.69057,0.81514,0.81891,1.00062,0.000165074,0.000165074,0.000165074
250,758.475,0.57787,0.5781,0.92793,0.88845,0.8847,0.90235,0.70912,0.806,0.81927,0.99037,0.000162075,0.000162075,0.000162075
251,761.098,0.54573,0.54351,0.90419,0.90243,0.8792,0.91563,0.70376,0.81428,0.81927,0.99121,0.000159075,0.000159075,0.000159075
252,764.518,0.54528,0.55899,0.87959,0.8799,0.88745,0.90855,0.70134,0.79614,0.804,0.98195,0.000156075,0.000156075,0.000156075
253,767.725,0.54993,0.64658,0.90743,0.90588,0.88246,0.90037,0.69788,0.78997,0.80517,0.97973,0.000153076,0.000153076,0.000153076
254,770.257,0.53707,0.55374,0.91904,0.88424,0.89193,0.90184,0.70015,0.78744,0.82001,0.97821,0.000150076,0.000150076,0.000150076
255,772.724,0.52073,0.53715,0.8967,0.89038,0.90535,0.90743,0.69466,0.79782,0.82329,0.98397,0.000147076,0.000147076,0.000147076
256,775.555,0.53113,0.546,0.90417,0.87758,0.89212,0.89552,0.68874,0.80395,0.82595,0.98393,0.000144077,0.000144077,0.000144077
257,779.359,0.53177,0.57972,0.92051,0.88295,0.88312,0.90165,0.69101,0.80433,0.81683,0.98214,0.000141077,0.000141077,0.000141077
258,781.992,0.54291,0.55363,0.89927,0.88449,0.86604,0.90157,0.68469,0.8125,0.81255,0.98603,0.000138077,0.000138077,0.000138077
259,784.571,0.51366,0.51574,0.88876,0.93046,0.88547,0.90905,0.67954,0.82003,0.80982,0.99312,0.000135077,0.000135077,0.000135077
260,787.377,0.53412,0.53393,0.90072,0.92562,0.88348,0.91194,0.68749,0.81708,0.80738,0.99712,0.000132078,0.000132078,0.000132078
261,790.354,0.50418,0.52964,0.89609,0.91766,0.88337,0.91959,0.69191,0.81173,0.80172,0.99653,0.000129078,0.000129078,0.000129078
262,793.991,0.50597,0.53483,0.89285,0.92493,0.87236,0.91812,0.69742,0.80137,0.79359,0.99095,0.000126078,0.000126078,0.000126078
263,796.636,0.54125,0.53249,0.90799,0.92965,0.8799,0.92077,0.70416,0.79245,0.78462,0.98743,0.000123079,0.000123079,0.000123079
264,799.219,0.5308,0.5428,0.91091,0.92352,0.85188,0.91207,0.69696,0.7933,0.7879,0.98798,0.000120079,0.000120079,0.000120079
265,802.022,0.52479,0.54094,0.9144,0.92308,0.851,0.91121,0.69333,0.8004,0.78896,0.98965,0.000117079,0.000117079,0.000117079
266,805.641,0.51444,0.50523,0.88213,0.92178,0.84959,0.91325,0.69133,0.80711,0.79224,0.9874,0.00011408,0.00011408,0.00011408
267,808.619,0.52638,0.53934,0.90704,0.93095,0.84374,0.91302,0.70185,0.80361,0.78706,0.98523,0.00011108,0.00011108,0.00011108
268,811.333,0.55267,0.61227,0.92059,0.91457,0.86651,0.90536,0.70173,0.80456,0.78114,0.98347,0.00010808,0.00010808,0.00010808
269,814.056,0.53751,0.54487,0.89742,0.91718,0.86564,0.90641,0.70347,0.80145,0.7786,0.9821,0.00010508,0.00010508,0.00010508
270,816.703,0.51119,0.51117,0.88727,0.92756,0.85963,0.91069,0.70306,0.79769,0.77481,0.98207,0.000102081,0.000102081,0.000102081
271,820.628,0.52752,0.51752,0.90945,0.93028,0.85671,0.90915,0.69897,0.79079,0.77411,0.97838,9.9081e-05,9.9081e-05,9.9081e-05
272,823.343,0.52955,0.54257,0.92258,0.92871,0.85827,0.91081,0.70177,0.78893,0.78137,0.98163,9.60813e-05,9.60813e-05,9.60813e-05
273,825.968,0.51114,0.51094,0.89427,0.9261,0.85812,0.90978,0.7044,0.78631,0.77911,0.98107,9.30816e-05,9.30816e-05,9.30816e-05
274,828.623,0.50021,0.52015,0.88156,0.92659,0.85753,0.90726,0.70034,0.78446,0.77381,0.98262,9.00819e-05,9.00819e-05,9.00819e-05
275,831.985,0.56759,0.53657,0.91786,0.93068,0.85666,0.90669,0.70411,0.78534,0.78155,0.98417,8.70822e-05,8.70822e-05,8.70822e-05
276,835.383,0.52396,0.55944,0.87593,0.90329,0.88178,0.90863,0.69804,0.78423,0.78939,0.98551,8.40825e-05,8.40825e-05,8.40825e-05
277,838.105,0.50504,0.55271,0.89729,0.90463,0.88344,0.90725,0.70064,0.78378,0.78928,0.98544,8.10828e-05,8.10828e-05,8.10828e-05
278,840.847,0.50649,0.51705,0.8946,0.90816,0.8734,0.90514,0.69433,0.77827,0.79107,0.98451,7.80831e-05,7.80831e-05,7.80831e-05
279,843.808,0.49646,0.52693,0.89684,0.87668,0.89257,0.89685,0.69337,0.77703,0.79199,0.98111,7.50834e-05,7.50834e-05,7.50834e-05
280,847.872,0.49897,0.53784,0.89187,0.87254,0.89429,0.89417,0.69503,0.77229,0.79727,0.97732,7.20837e-05,7.20837e-05,7.20837e-05
281,850.62,0.50094,0.50213,0.8771,0.86458,0.8949,0.89045,0.69929,0.77381,0.79628,0.97875,6.9084e-05,6.9084e-05,6.9084e-05
282,853.303,0.51916,0.53901,0.89923,0.86893,0.89489,0.89027,0.70149,0.76871,0.80222,0.97739,6.60843e-05,6.60843e-05,6.60843e-05
283,855.929,0.47533,0.49442,0.89026,0.88132,0.90103,0.89361,0.69856,0.77437,0.79802,0.98132,6.30846e-05,6.30846e-05,6.30846e-05
284,859.79,0.50537,0.51785,0.90805,0.84558,0.93008,0.89176,0.69619,0.77861,0.79878,0.98324,6.00849e-05,6.00849e-05,6.00849e-05
285,863.035,0.46655,0.53081,0.87353,0.94169,0.83634,0.89793,0.69307,0.78282,0.80004,0.98392,5.70852e-05,5.70852e-05,5.70852e-05
286,865.695,0.49994,0.52747,0.88509,0.85505,0.93255,0.89809,0.68915,0.78664,0.78639,0.98294,5.40855e-05,5.40855e-05,5.40855e-05
287,868.293,0.50701,0.49273,0.87272,0.85895,0.92891,0.89985,0.69568,0.79395,0.7901,0.98256,5.10858e-05,5.10858e-05,5.10858e-05
288,870.847,0.54803,0.57063,0.90805,0.89643,0.89611,0.90136,0.69619,0.79792,0.77992,0.98324,4.80861e-05,4.80861e-05,4.80861e-05
289,874.871,0.47981,0.4845,0.90585,0.89378,0.89835,0.90551,0.69798,0.79612,0.78062,0.98407,4.50864e-05,4.50864e-05,4.50864e-05
290,877.545,0.54173,0.56886,0.91075,0.93916,0.88338,0.91881,0.69437,0.7962,0.77133,0.98715,4.20867e-05,4.20867e-05,4.20867e-05
291,888.1,0.41838,0.49491,0.83208,0.8615,0.93911,0.91369,0.69189,0.79682,0.76939,0.98992,3.9087e-05,3.9087e-05,3.9087e-05
292,893.098,0.38787,0.44732,0.8283,0.86291,0.93627,0.9111,0.6835,0.80264,0.77292,0.9949,3.60873e-05,3.60873e-05,3.60873e-05
293,897.118,0.40376,0.45842,0.83299,0.9324,0.84746,0.90808,0.68508,0.8037,0.77465,0.99712,3.30876e-05,3.30876e-05,3.30876e-05
294,902.056,0.40408,0.47748,0.83492,0.93283,0.84284,0.90263,0.67093,0.79779,0.77923,0.99525,3.00879e-05,3.00879e-05,3.00879e-05
295,905.013,0.39872,0.43964,0.8253,0.85263,0.92091,0.89881,0.67368,0.79636,0.78684,0.99185,2.70882e-05,2.70882e-05,2.70882e-05
296,907.698,0.39333,0.44115,0.82003,0.84866,0.92,0.89861,0.67595,0.79162,0.79302,0.98856,2.40885e-05,2.40885e-05,2.40885e-05
297,910.226,0.38086,0.44447,0.83034,0.84755,0.92019,0.90053,0.6786,0.79287,0.79476,0.98765,2.10888e-05,2.10888e-05,2.10888e-05
298,913.723,0.40091,0.465,0.81972,0.84909,0.92195,0.89331,0.67801,0.79084,0.79865,0.98628,1.80891e-05,1.80891e-05,1.80891e-05
299,916.579,0.40423,0.44634,0.8211,0.87461,0.90033,0.9058,0.68477,0.79066,0.79043,0.98475,1.50894e-05,1.50894e-05,1.50894e-05
300,919.317,0.35389,0.42222,0.82133,0.91223,0.88668,0.91184,0.69012,0.78783,0.78401,0.98268,1.20897e-05,1.20897e-05,1.20897e-05
