epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,633.196,0.5397,0.42733,0.89892,0.85855,0.89432,0.92564,0.71136,0.83996,0.63662,1.19427,0.000357055,0.000357055,0.000357055
186,636.087,0.4859,0.39018,0.90839,0.85075,0.90653,0.91569,0.70639,0.86859,0.65241,1.21512,0.000354055,0.000354055,0.000354055
187,638.965,0.50044,0.39826,0.8768,0.83565,0.83686,0.88655,0.67905,0.89119,0.67961,1.24855,0.000351056,0.000351056,0.000351056
188,642.234,0.54545,0.42339,0.91612,0.85886,0.81935,0.91105,0.69691,0.86039,0.71132,1.2145,0.000348056,0.000348056,0.000348056
189,646.254,0.52518,0.41426,0.8984,0.86372,0.82475,0.91065,0.69736,0.86173,0.70764,1.2036,0.000345056,0.000345056,0.000345056
190,649.283,0.55653,0.43489,0.94057,0.89195,0.82681,0.91029,0.68681,0.86646,0.68834,1.20971,0.000342057,0.000342057,0.000342057
191,651.994,0.53015,0.42569,0.91748,0.90052,0.80456,0.89487,0.67591,0.91732,0.68977,1.25173,0.000339057,0.000339057,0.000339057
192,654.994,0.53355,0.43894,0.91173,0.87839,0.87492,0.92123,0.68444,0.8886,0.66825,1.22103,0.000336057,0.000336057,0.000336057
193,658.935,0.52073,0.41461,0.93761,0.88618,0.88913,0.9354,0.68947,0.88843,0.65823,1.21774,0.000333058,0.000333058,0.000333058
194,661.996,0.53399,0.4371,0.92118,0.90041,0.83949,0.92881,0.68221,0.87992,0.65035,1.21459,0.000330058,0.000330058,0.000330058
195,664.793,0.49508,0.39017,0.90324,0.87957,0.90832,0.93714,0.6904,0.91011,0.65806,1.22654,0.000327058,0.000327058,0.000327058
196,667.679,0.54791,0.44281,0.94526,0.86566,0.93991,0.93794,0.68441,0.94144,0.68635,1.25071,0.000324058,0.000324058,0.000324058
197,671.05,0.51944,0.42357,0.93304,0.85206,0.91976,0.92766,0.6799,0.93109,0.69695,1.25116,0.000321059,0.000321059,0.000321059
198,674.553,0.46382,0.38499,0.89418,0.87948,0.85565,0.92491,0.67749,0.90402,0.68262,1.24632,0.000318059,0.000318059,0.000318059
199,677.516,0.53671,0.41781,0.91916,0.84215,0.87084,0.90783,0.68665,0.89711,0.68258,1.23289,0.000315059,0.000315059,0.000315059
200,680.478,0.53922,0.41668,0.90765,0.84077,0.877,0.91899,0.69358,0.89142,0.67417,1.23555,0.00031206,0.00031206,0.00031206
201,683.498,0.50302,0.43622,0.89609,0.83892,0.88541,0.92049,0.6992,0.90161,0.65918,1.25437,0.00030906,0.00030906,0.00030906
202,687.529,0.48316,0.38716,0.90628,0.79968,0.89749,0.90177,0.69048,0.894,0.66316,1.27325,0.00030606,0.00030606,0.00030606
203,690.431,0.52485,0.42276,0.92374,0.84916,0.88976,0.91482,0.69912,0.92047,0.65429,1.2799,0.000303061,0.000303061,0.000303061
204,693.432,0.52746,0.42134,0.91281,0.84443,0.86055,0.9156,0.68662,0.90612,0.66549,1.25912,0.000300061,0.000300061,0.000300061
205,696.274,0.51397,0.44027,0.91335,0.82917,0.86721,0.91294,0.68713,0.90677,0.65904,1.26367,0.000297061,0.000297061,0.000297061
206,700.494,0.48212,0.38677,0.89731,0.8162,0.8915,0.89992,0.69066,0.89601,0.61397,1.25598,0.000294061,0.000294061,0.000294061
207,703.489,0.52525,0.4194,0.92685,0.84904,0.90724,0.93004,0.713,0.86935,0.57523,1.2386,0.000291062,0.000291062,0.000291062
208,706.45,0.48188,0.38237,0.92125,0.83166,0.89113,0.93353,0.68293,0.908,0.61078,1.26331,0.000288062,0.000288062,0.000288062
209,709.244,0.5084,0.39816,0.90894,0.84324,0.86963,0.93156,0.68362,0.91058,0.62944,1.27048,0.000285062,0.000285062,0.000285062
210,713.084,0.47529,0.39576,0.89533,0.88036,0.80205,0.90326,0.69399,0.9071,0.65446,1.27448,0.000282063,0.000282063,0.000282063
211,716.496,0.49474,0.39689,0.89365,0.88558,0.86182,0.90485,0.69094,0.91045,0.66476,1.26977,0.000279063,0.000279063,0.000279063
212,719.37,0.48265,0.39475,0.90016,0.87462,0.85973,0.91528,0.68601,0.90201,0.64173,1.26406,0.000276063,0.000276063,0.000276063
213,722.202,0.46671,0.38857,0.87548,0.89166,0.86992,0.93566,0.69485,0.88696,0.62501,1.25538,0.000273064,0.000273064,0.000273064
214,725.806,0.45525,0.37714,0.89587,0.86228,0.87892,0.92181,0.69765,0.86132,0.59584,1.22983,0.000270064,0.000270064,0.000270064
215,729.645,0.51069,0.41266,0.91016,0.83841,0.95821,0.93762,0.68385,0.88634,0.58568,1.23825,0.000267064,0.000267064,0.000267064
216,732.619,0.48507,0.38279,0.90487,0.85081,0.94115,0.93424,0.68081,0.91281,0.62548,1.25024,0.000264064,0.000264064,0.000264064
217,735.461,0.49024,0.38219,0.91766,0.84437,0.94035,0.93528,0.6808,0.90329,0.63938,1.2471,0.000261065,0.000261065,0.000261065
218,738.609,0.45651,0.37324,0.91404,0.88651,0.90762,0.9398,0.69782,0.8839,0.64532,1.24063,0.000258065,0.000258065,0.000258065
219,742.414,0.51116,0.3925,0.92726,0.86076,0.92475,0.9281,0.69532,0.89518,0.63419,1.22792,0.000255065,0.000255065,0.000255065
220,745.537,0.49068,0.4128,0.91324,0.86363,0.9103,0.92333,0.67847,0.92608,0.65627,1.24199,0.000252066,0.000252066,0.000252066
221,748.307,0.48246,0.37995,0.90191,0.87527,0.88088,0.90619,0.68818,0.90886,0.6612,1.23592,0.000249066,0.000249066,0.000249066
222,751.279,0.46114,0.36574,0.90332,0.87655,0.85489,0.90994,0.70177,0.86854,0.66779,1.21399,0.000246066,0.000246066,0.000246066
223,755.346,0.47456,0.37527,0.8998,0.87284,0.84746,0.90394,0.69442,0.8728,0.69116,1.22589,0.000243067,0.000243067,0.000243067
224,758.805,0.50197,0.38735,0.87772,0.82324,0.84813,0.8923,0.67253,0.89456,0.69184,1.24197,0.000240067,0.000240067,0.000240067
225,761.714,0.45433,0.36494,0.88673,0.84555,0.84474,0.89357,0.67837,0.88823,0.68806,1.23974,0.000237067,0.000237067,0.000237067
226,764.617,0.50439,0.41773,0.94685,0.83971,0.8715,0.89662,0.69843,0.8638,0.68453,1.21312,0.000234068,0.000234068,0.000234068
227,768.256,0.49809,0.39003,0.92309,0.83315,0.87866,0.89908,0.69009,0.85181,0.69392,1.19897,0.000231068,0.000231068,0.000231068
228,772.107,0.45058,0.36169,0.88958,0.85109,0.85815,0.8943,0.67359,0.88257,0.70517,1.22308,0.000228068,0.000228068,0.000228068
229,774.931,0.46949,0.36816,0.90463,0.84186,0.85842,0.8886,0.67554,0.88363,0.70435,1.2253,0.000225068,0.000225068,0.000225068
230,777.862,0.48174,0.39316,0.89091,0.84562,0.87913,0.89196,0.69066,0.85339,0.68133,1.205,0.000222069,0.000222069,0.000222069
231,781.204,0.41803,0.33692,0.87296,0.86797,0.87287,0.89657,0.70597,0.82746,0.66722,1.19257,0.000219069,0.000219069,0.000219069
232,785.015,0.42405,0.34718,0.87458,0.86336,0.84649,0.89371,0.68889,0.83733,0.66026,1.192,0.000216069,0.000216069,0.000216069
233,787.842,0.45716,0.37207,0.88711,0.8622,0.83956,0.89657,0.68494,0.84567,0.65999,1.19719,0.00021307,0.00021307,0.00021307
234,790.805,0.45916,0.35179,0.89246,0.85586,0.83331,0.89327,0.70155,0.85223,0.67787,1.20111,0.00021007,0.00021007,0.00021007
235,793.689,0.42601,0.34937,0.88281,0.85662,0.82822,0.89428,0.703,0.8442,0.68547,1.19761,0.00020707,0.00020707,0.00020707
236,798.172,0.42834,0.36477,0.87595,0.87736,0.83458,0.89593,0.69527,0.85999,0.69397,1.19945,0.00020407,0.00020407,0.00020407
237,800.998,0.47946,0.37615,0.90872,0.88074,0.83931,0.89203,0.69297,0.85898,0.69801,1.20242,0.000201071,0.000201071,0.000201071
238,804.055,0.44477,0.35887,0.86812,0.88146,0.87372,0.91071,0.70654,0.84366,0.68228,1.19768,0.000198071,0.000198071,0.000198071
239,806.875,0.47554,0.41923,0.91136,0.89986,0.84211,0.89429,0.7133,0.82752,0.66382,1.20409,0.000195071,0.000195071,0.000195071
240,810.855,0.47988,0.38154,0.88625,0.90829,0.85093,0.90355,0.71536,0.8465,0.64263,1.21537,0.000192072,0.000192072,0.000192072
241,813.925,0.45787,0.36118,0.87874,0.90157,0.84503,0.90632,0.71639,0.85845,0.64506,1.22006,0.000189072,0.000189072,0.000189072
242,816.895,0.46222,0.35345,0.89933,0.85808,0.92504,0.93546,0.71811,0.86176,0.66494,1.21953,0.000186072,0.000186072,0.000186072
243,819.873,0.44287,0.36019,0.89101,0.81613,0.92938,0.92226,0.70593,0.85192,0.68261,1.20874,0.000183073,0.000183073,0.000183073
244,823.364,0.41153,0.34175,0.86913,0.87863,0.86589,0.91177,0.70375,0.85248,0.66639,1.21264,0.000180073,0.000180073,0.000180073
245,826.945,0.45279,0.37174,0.89353,0.88522,0.87116,0.91738,0.70555,0.84785,0.64487,1.2069,0.000177073,0.000177073,0.000177073
246,829.859,0.46003,0.37055,0.93378,0.91554,0.89151,0.9242,0.72244,0.86599,0.65549,1.21587,0.000174074,0.000174074,0.000174074
247,832.746,0.43251,0.35689,0.88598,0.90612,0.88693,0.92138,0.70946,0.88747,0.66816,1.22946,0.000171074,0.000171074,0.000171074
248,835.95,0.43408,0.36051,0.87783,0.84308,0.93619,0.91698,0.69632,0.89274,0.66176,1.23676,0.000168074,0.000168074,0.000168074
249,839.915,0.47057,0.395,0.94796,0.87162,0.89356,0.91265,0.69817,0.87813,0.66161,1.22623,0.000165074,0.000165074,0.000165074
250,842.806,0.45415,0.38638,0.91287,0.85906,0.87691,0.90464,0.69803,0.84829,0.6616,1.20651,0.000162075,0.000162075,0.000162075
251,845.629,0.43149,0.35514,0.88205,0.85341,0.87588,0.9014,0.69003,0.85145,0.6516,1.20749,0.000159075,0.000159075,0.000159075
252,848.525,0.42539,0.3503,0.86816,0.83429,0.87985,0.89203,0.67399,0.88241,0.64598,1.2257,0.000156075,0.000156075,0.000156075
253,852.328,0.44926,0.48247,0.89992,0.85345,0.91695,0.90971,0.67651,0.88817,0.6466,1.22394,0.000153076,0.000153076,0.000153076
254,855.779,0.5412,0.42396,0.9283,0.88642,0.827,0.89876,0.68346,0.86361,0.65847,1.20527,0.000150076,0.000150076,0.000150076
255,858.721,0.42691,0.34975,0.87808,0.89751,0.84015,0.90593,0.69704,0.83303,0.65975,1.18585,0.000147076,0.000147076,0.000147076
256,861.719,0.43291,0.3478,0.91328,0.89655,0.83148,0.90193,0.69461,0.82877,0.6507,1.18174,0.000144077,0.000144077,0.000144077
257,864.865,0.39692,0.3338,0.89401,0.86401,0.86161,0.90955,0.6923,0.83018,0.65154,1.18242,0.000141077,0.000141077,0.000141077
258,868.836,0.46313,0.39161,0.90678,0.86463,0.87248,0.9145,0.69619,0.83469,0.6499,1.18618,0.000138077,0.000138077,0.000138077
259,871.72,0.3969,0.32209,0.86702,0.87443,0.86614,0.91735,0.69596,0.82354,0.63652,1.17961,0.000135077,0.000135077,0.000135077
260,874.781,0.47241,0.42036,0.88994,0.87828,0.87038,0.91546,0.69257,0.82326,0.64121,1.18358,0.000132078,0.000132078,0.000132078
261,877.714,0.44219,0.36452,0.89757,0.88014,0.86648,0.91407,0.69865,0.82431,0.64927,1.18903,0.000129078,0.000129078,0.000129078
262,881.951,0.39923,0.33533,0.87761,0.87477,0.86913,0.91407,0.70586,0.82367,0.6428,1.18918,0.000126078,0.000126078,0.000126078
263,884.801,0.4303,0.33201,0.90595,0.86927,0.87808,0.91407,0.71078,0.82317,0.64078,1.18739,0.000123079,0.000123079,0.000123079
264,887.764,0.41335,0.3363,0.87181,0.88017,0.86128,0.90805,0.69928,0.82069,0.63366,1.18418,0.000120079,0.000120079,0.000120079
265,890.465,0.42536,0.34565,0.91798,0.88652,0.85978,0.90805,0.69292,0.81933,0.64012,1.18402,0.000117079,0.000117079,0.000117079
266,894.484,0.39311,0.3251,0.86209,0.88428,0.89644,0.90519,0.68458,0.82673,0.63911,1.1975,0.00011408,0.00011408,0.00011408
267,897.612,0.3948,0.32411,0.87608,0.8621,0.89824,0.89874,0.67649,0.82678,0.63411,1.19786,0.00011108,0.00011108,0.00011108
268,900.612,0.45877,0.41667,0.92212,0.86131,0.89509,0.89998,0.68324,0.82491,0.63622,1.19748,0.00010808,0.00010808,0.00010808
269,903.529,0.40664,0.34407,0.87994,0.85945,0.89829,0.89998,0.68956,0.82289,0.63739,1.19784,0.00010508,0.00010508,0.00010508
270,906.965,0.40832,0.34249,0.8688,0.85133,0.90376,0.90607,0.6915,0.82879,0.6366,1.20538,0.000102081,0.000102081,0.000102081
271,910.514,0.41614,0.37331,0.88577,0.84978,0.90586,0.90607,0.68866,0.83541,0.6373,1.20394,9.9081e-05,9.9081e-05,9.9081e-05
272,913.556,0.41674,0.33829,0.90091,0.87056,0.87976,0.90655,0.70402,0.83186,0.63123,1.19546,9.60813e-05,9.60813e-05,9.60813e-05
273,916.38,0.42123,0.34152,0.87569,0.88275,0.85854,0.91058,0.69796,0.83168,0.63015,1.1929,9.30816e-05,9.30816e-05,9.30816e-05
274,919.565,0.42133,0.35889,0.88407,0.88312,0.88983,0.91338,0.69728,0.84163,0.62981,1.19825,9.00819e-05,9.00819e-05,9.00819e-05
275,923.534,0.46301,0.36193,0.90036,0.89283,0.89197,0.91906,0.70229,0.84236,0.6348,1.19666,8.70822e-05,8.70822e-05,8.70822e-05
276,926.579,0.41899,0.36546,0.88996,0.89361,0.87045,0.91478,0.69041,0.84127,0.63274,1.20223,8.40825e-05,8.40825e-05,8.40825e-05
277,929.334,0.39915,0.35011,0.88251,0.88046,0.85101,0.89283,0.69335,0.84138,0.63466,1.2071,8.10828e-05,8.10828e-05,8.10828e-05
278,932.576,0.43067,0.34712,0.88114,0.88152,0.84478,0.89283,0.68853,0.84515,0.62814,1.21783,7.80831e-05,7.80831e-05,7.80831e-05
279,936.394,0.38586,0.33636,0.88431,0.87167,0.84847,0.87833,0.68319,0.84519,0.62826,1.21716,7.50834e-05,7.50834e-05,7.50834e-05
280,939.758,0.38954,0.33418,0.8569,0.88777,0.86322,0.89663,0.68873,0.8432,0.62853,1.21527,7.20837e-05,7.20837e-05,7.20837e-05
281,942.564,0.40275,0.32589,0.86392,0.88168,0.8634,0.9015,0.69382,0.83956,0.62585,1.21183,6.9084e-05,6.9084e-05,6.9084e-05
282,945.681,0.39022,0.33066,0.87238,0.83155,0.91561,0.91176,0.70441,0.83379,0.62208,1.2076,6.60843e-05,6.60843e-05,6.60843e-05
283,948.945,0.40223,0.35275,0.86823,0.9033,0.83195,0.89287,0.69996,0.83118,0.62038,1.20592,6.30846e-05,6.30846e-05,6.30846e-05
284,952.88,0.40468,0.33883,0.90243,0.87908,0.82082,0.87879,0.70692,0.82825,0.6218,1.20155,6.00849e-05,6.00849e-05,6.00849e-05
285,955.745,0.37805,0.32758,0.85958,0.88032,0.82036,0.87724,0.70319,0.82465,0.6242,1.19816,5.70852e-05,5.70852e-05,5.70852e-05
286,958.711,0.40263,0.33232,0.86831,0.87828,0.82494,0.88946,0.70774,0.82459,0.63782,1.19411,5.40855e-05,5.40855e-05,5.40855e-05
287,961.783,0.42514,0.33794,0.8812,0.87652,0.82574,0.88462,0.70464,0.83826,0.64053,1.19436,5.10858e-05,5.10858e-05,5.10858e-05
288,966.078,0.40623,0.33409,0.88958,0.88494,0.82574,0.89269,0.71187,0.84935,0.63825,1.19701,4.80861e-05,4.80861e-05,4.80861e-05
289,968.951,0.39554,0.33161,0.88069,0.88589,0.82717,0.89269,0.70895,0.84684,0.6383,1.19408,4.50864e-05,4.50864e-05,4.50864e-05
290,971.972,0.38609,0.32665,0.87274,0.88066,0.83884,0.8926,0.71322,0.84345,0.63592,1.18933,4.20867e-05,4.20867e-05,4.20867e-05
291,984.479,0.31677,0.27091,0.82194,0.8996,0.85195,0.91281,0.7177,0.84056,0.63495,1.19105,3.9087e-05,3.9087e-05,3.9087e-05
292,990.622,0.32318,0.25873,0.84442,0.89764,0.851,0.91233,0.71033,0.83703,0.63113,1.19509,3.60873e-05,3.60873e-05,3.60873e-05
293,995.451,0.31076,0.25095,0.8366,0.89612,0.85028,0.91233,0.71377,0.83731,0.63427,1.1973,3.30876e-05,3.30876e-05,3.30876e-05
294,999.374,0.31276,0.27271,0.82685,0.89615,0.84878,0.91233,0.71571,0.83259,0.63137,1.19736,3.00879e-05,3.00879e-05,3.00879e-05
295,1002.45,0.2998,0.24913,0.81441,0.89186,0.82296,0.89269,0.71164,0.82547,0.62917,1.19126,2.70882e-05,2.70882e-05,2.70882e-05
296,1006.69,0.29372,0.24633,0.81627,0.89356,0.82205,0.89269,0.71202,0.82714,0.62815,1.19827,2.40885e-05,2.40885e-05,2.40885e-05
297,1009.6,0.31926,0.2617,0.84709,0.89358,0.85194,0.91233,0.71254,0.83049,0.62857,1.20178,2.10888e-05,2.10888e-05,2.10888e-05
298,1012.54,0.30635,0.25642,0.82531,0.89234,0.82329,0.89269,0.70821,0.83243,0.63307,1.20078,1.80891e-05,1.80891e-05,1.80891e-05
299,1015.33,0.29571,0.24577,0.83231,0.89114,0.85487,0.91233,0.71498,0.83734,0.63502,1.20729,1.50894e-05,1.50894e-05,1.50894e-05
300,1018.92,0.27968,0.2383,0.81966,0.89148,0.85417,0.91373,0.71512,0.83635,0.6382,1.20503,1.20897e-05,1.20897e-05,1.20897e-05
